title,company,city,province,country,posting_time,skills
Senior DevOps Specialist,Shape Solutions (Pvt.) Ltd.,Islamabad,Islāmābād,Pakistan,8/28/2023,"['python', 'aws', 'azure', 'jira', 'docker', 'devops']"
DevOps Engineer (On-site),Pinnacle Enterprise,Karachi Division,Sindh,Pakistan,5/6/2024,"['python', 'mongodb', 'docker', 'devops', 'kubernetes']"
Senior Cloud Engineer (AWS),TCP Software,Lahore,Punjab,Pakistan,5/3/2024,"['python', 'aws', 'git', 'docker', 'devops']"
DevOps Engineer II,Afiniti,Karachi Division,Sindh,Pakistan,5/11/2024,"['python', 'ai', 'docker', 'devops', 'kubernetes']"
Kubernetes Platform Engineer (Storage),DigitalOcean,Karachi Division,Sindh,Pakistan,4/19/2024,"['docker', 'kubernetes']"
Senior AWS Engineer,TCP Software,Lahore,Punjab,Pakistan,5/3/2024,"['python', 'aws', 'git', 'docker', 'devops']"
Senior DevOps Engineer,Arbisoft,Lahore,Punjab,Pakistan,4/22/2024,"['python', 'mongodb', 'docker', 'devops', 'kubernetes']"
Senior DevOps Engineer,TCP Software,Lahore,Punjab,Pakistan,3/18/2024,"['python', 'aws', 'git', 'docker', 'devops']"
Senior DevOps Engineer,Afiniti,Karachi Division,Sindh,Pakistan,5/10/2024,"['python', 'ai', 'docker', 'devops', 'kubernetes']"
Senior DevOps Engineer,Afiniti,Karachi Division,Sindh,Pakistan,5/11/2024,"['python', 'ai', 'docker', 'devops', 'kubernetes']"
Senior Linux Virtualization Engineer,Afiniti,Karachi Division,Sindh,Pakistan,5/11/2024,"['python', 'ai']"
SEO Specialist,Enterprise64,Karāchi,Sindh,Pakistan,4/30/2024,"['html', 'css', 'javascript']"
SEO Specialist,Talent Disruptors,Islamabad,Islāmābād,Pakistan,3/23/2024,['html']
SEO Specialist,I.R.E,Sialkot,Punjab,Pakistan,5/3/2024,[]
SEO Analyst,Pavago,Sialkot,Punjab,Pakistan,4/2/2024,"['html', 'css', 'javascript']"
SEO Specialist - 0073 - KHI,Bionic Talent,Karāchi,Sindh,Pakistan,2/3/2024,"['html', 'css']"
SEO Specialist,Team Virtual,Lahore,Punjab,Pakistan,2/21/2024,[]
SEO Specialist,ACE Money Transfer,Rawalpindi,Punjab,Pakistan,4/30/2024,[]
SEO Specialist - Use AI to prime a domain,Coral,Karāchi,Sindh,Pakistan,3/17/2024,['ai']
Assistant Manager SEO,Gaditek,Karāchi,Sindh,Pakistan,3/13/2024,[]
Assistant Manager SEO,Gaditek,Karāchi,Sindh,Pakistan,2/14/2024,[]
SEO Lead,Vyro,Islamabad,Islāmābād,Pakistan,5/3/2024,[]
Search Engine Marketing (SEM) Specialist,I.R.E,Lahore,Punjab,Pakistan,3/30/2024,[]
Search Engine Optimization Specialist,Techsa,Lahore,Punjab,Pakistan,5/11/2024,[]
Senior SEO Analyst,CureMD,Lahore,Punjab,Pakistan,4/29/2024,['html']
Senior Technical Search Engine Optimization (SEO) Specialist,Pavago,Lahore,Punjab,Pakistan,4/25/2024,"['html', 'css', 'javascript']"
SEO Manager,Bikham,Lahore,Punjab,Pakistan,3/11/2024,"['html', 'css', 'javascript']"
Marketing Manager - SEO Coordinator,NewRich Network,Islamabad,Islāmābād,Pakistan,4/24/2024,[]
SEO Specialist - Shopify Platform,REXEN Consultancy,Islamabad,Islāmābād,Pakistan,5/10/2024,[]
SEO Outreach Officer,RankViz Pvt Limited,Lahore,Punjab,Pakistan,5/9/2024,[]
Social Media Marketing Executive,HR Ways - Hiring Tech Talent,Karāchi,Sindh,Pakistan,4/23/2024,[]
Bright Way Technologies: E-comrace SEO expert,join.com,Lahore,Punjab,Pakistan,4/24/2024,[]
SEO Associate - Powered By Qureos,Qureos,Karāchi,Sindh,Pakistan,12/22/2023,[]
Amazon PPC Specialist,Outgive Inc,Karāchi,Sindh,Pakistan,2/20/2024,[]
Digital Marketing Specialist,Rentokil Initial,DHA City,Sindh,Pakistan,4/16/2024,[]
Digital Marketing Specialist,Miradore,Islamabad,Islāmābād,Pakistan,5/3/2024,[]
Search Engine Optimization Specialist,VOGUE VESTURES PRIVATE LIMITED,Lahore District,Punjab,Pakistan,5/8/2024,[]
Digital Marketing Specialist,Circles,Islamabad,Islāmābād,Pakistan,2/27/2024,[]
Digital Marketing Analyst,ACE Money Transfer,Rawalpindi,Punjab,Pakistan,3/29/2024,[]
PPC Specialist (Brand),82 Solutions,Karāchi,Sindh,Pakistan,5/10/2024,[]
Digital Marketing Analyst,Contour Software,Lahore,Punjab,Pakistan,4/27/2024,[]
Digital Marketing Specialist,ForunPoint,Lahore,Punjab,Pakistan,5/9/2024,['flutter']
Local Business SEO Expert,Fiesta Digital Solutions,Multan,Punjab,Pakistan,5/9/2024,[]
Digital Marketing Specialist,Octal Fox,Lahore,Punjab,Pakistan,5/11/2024,[]
Results-Driven PPC/Ads Specialist,Winnors Remote Staff,Lahore,Punjab,Pakistan,4/24/2024,[]
Media Buyer and SEO,exec9,Lahore,Punjab,Pakistan,4/26/2024,[]
Digital Marketing Specialist,Starcean Solution,Lahore,Punjab,Pakistan,5/11/2024,[]
Lead Generation Specialist,Authornate,Islamabad,Islāmābād,Pakistan,5/8/2024,[]
Digital Marketing and Sales Specialist,Kozmo Lighting Equipment Company LLC,Hyderabad,Sindh,Pakistan,5/8/2024,[]
SEO Content Strategist,Antlers Agency,Islamabad,Islāmābād,Pakistan,5/10/2024,[]
GMB/Maps SEO Content Writer - Night-Shift,Quality Resource Pvt Ltd,Lahore District,Punjab,Pakistan,5/10/2024,[]
Seo Content Writer,Pavago,Lahore District,Punjab,Pakistan,5/9/2024,[]
SEO Content Writer,Recruitment Hub,Karāchi,Sindh,Pakistan,4/26/2024,[]
PHP Developer and SEO Expert,Mindswork Development,Gujrat District,Punjab,Pakistan,4/21/2024,"['postgresql', 'css', 'laravel', 'mysql', 'html', 'javascript']"
Business Development Specialist,WebWiz Information Technology,Islamabad,Islāmābād,Pakistan,5/11/2024,[]
Operations Specialist - 0100 - Karachi,Bionic Talent,Karāchi,Sindh,Pakistan,2/3/2024,[]
Content Specialist,Safe Dryver,Karāchi,Sindh,Pakistan,5/3/2024,[]
Digital Marketing Trainee,Hul Hub Pakistan,Karachi Division,Sindh,Pakistan,11/16/2023,[]
SEO Specialist,Enterprise64,Karāchi,Sindh,Pakistan,4/30/2024,"['html', 'css', 'javascript']"
SEO Specialist,Talent Disruptors,Islamabad,Islāmābād,Pakistan,3/23/2024,['html']
SEO Specialist,I.R.E,Sialkot,Punjab,Pakistan,5/3/2024,[]
SEO Analyst,Pavago,Sialkot,Punjab,Pakistan,4/2/2024,"['html', 'css', 'javascript']"
SEO Specialist - 0073 - KHI,Bionic Talent,Karāchi,Sindh,Pakistan,2/3/2024,"['html', 'css']"
SEO Specialist,Team Virtual,Lahore,Punjab,Pakistan,2/21/2024,[]
Digital Marketing Associate,Emumba,Islamabad,Islāmābād,Pakistan,5/10/2024,[]
SEO Specialist,ACE Money Transfer,Rawalpindi,Punjab,Pakistan,4/30/2024,[]
SEO Specialist - Use AI to prime a domain,Coral,Karāchi,Sindh,Pakistan,3/17/2024,['ai']
Assistant Manager SEO,Gaditek,Karāchi,Sindh,Pakistan,3/13/2024,[]
SEO Lead,Vyro,Islamabad,Islāmābād,Pakistan,5/3/2024,[]
Assistant Manager SEO,Gaditek,Karāchi,Sindh,Pakistan,2/14/2024,[]
Search Engine Marketing (SEM) Specialist,I.R.E,Lahore,Punjab,Pakistan,3/30/2024,[]
Search Engine Optimization Specialist,Techsa,Lahore,Punjab,Pakistan,5/11/2024,[]
Senior SEO Analyst,CureMD,Lahore,Punjab,Pakistan,4/29/2024,['html']
Digital Marketing Expert,Leverify,Islamabad,Islāmābād,Pakistan,5/10/2024,[]
Senior Technical Search Engine Optimization (SEO) Specialist,Pavago,Islamabad,Islāmābād,Pakistan,4/25/2024,"['html', 'css', 'javascript']"
SEO Manager,Bikham,Islamabad,Islāmābād,Pakistan,3/11/2024,"['html', 'css', 'javascript']"
Marketing Manager - SEO Coordinator,NewRich Network,Islamabad,Islāmābād,Pakistan,4/24/2024,[]
SEO Specialist - Shopify Platform,REXEN Consultancy,Islamabad,Islāmābād,Pakistan,5/10/2024,[]
Social Media Marketing Executive,HR Ways - Hiring Tech Talent,Karāchi,Sindh,Pakistan,4/23/2024,[]
SEO Outreach Officer,RankViz Pvt Limited,Lahore,Punjab,Pakistan,5/9/2024,[]
Bright Way Technologies: E-comrace SEO expert,join.com,Lahore,Punjab,Pakistan,4/24/2024,[]
SEO Associate - Powered By Qureos,Qureos,Karāchi,Sindh,Pakistan,12/22/2023,[]
Amazon PPC Specialist,Outgive Inc,Karāchi,Sindh,Pakistan,2/20/2024,[]
Digital Marketing Specialist,Rentokil Initial,DHA City,Sindh,Pakistan,4/16/2024,[]
Digital Marketing Specialist,Miradore,Islamabad,Islāmābād,Pakistan,5/3/2024,[]
Search Engine Optimization Specialist,VOGUE VESTURES PRIVATE LIMITED,Lahore District,Punjab,Pakistan,5/8/2024,[]
Digital Marketing Specialist,Circles,Islamabad,Islāmābād,Pakistan,2/27/2024,[]
PPC Specialist (Brand),82 Solutions,Karāchi,Sindh,Pakistan,5/10/2024,[]
Digital Marketing Analyst,ACE Money Transfer,Rawalpindi,Punjab,Pakistan,3/29/2024,[]
Digital Marketing Analyst,Contour Software,Lahore,Punjab,Pakistan,4/27/2024,[]
SEO Content Writer,Reach First,Rawalpindi,Punjab,Pakistan,5/9/2024,[]
Digital Marketing Specialist,ForunPoint,Lahore,Punjab,Pakistan,5/9/2024,['flutter']
Local Business SEO Expert,Fiesta Digital Solutions,Multan,Punjab,Pakistan,5/9/2024,[]
Digital Marketing Specialist,Octal Fox,Lahore,Punjab,Pakistan,5/11/2024,[]
Results-Driven PPC/Ads Specialist,Winnors Remote Staff,Lahore,Punjab,Pakistan,4/24/2024,[]
Media Buyer and SEO,exec9,Lahore,Punjab,Pakistan,4/26/2024,[]
Digital Marketing Specialist,Starcean Solution,Lahore,Punjab,Pakistan,5/11/2024,[]
Lead Generation Specialist,Authornate,Islamabad,Islāmābād,Pakistan,5/8/2024,[]
Digital Marketing and Sales Specialist,Kozmo Lighting Equipment Company LLC,Hyderabad,Sindh,Pakistan,5/8/2024,[]
SEO Content Strategist,Antlers Agency,Islamabad,Islāmābād,Pakistan,5/10/2024,[]
GMB/Maps SEO Content Writer - Night-Shift,Quality Resource Pvt Ltd,Lahore District,Punjab,Pakistan,5/10/2024,[]
Seo Content Writer,Pavago,Lahore District,Punjab,Pakistan,5/9/2024,[]
Customer Success Specialist,Speakeasy Marketing Pvt.,Lahore District,Punjab,Pakistan,5/12/2024,[]
SEO Content Writer,Recruitment Hub,Karāchi,Sindh,Pakistan,4/26/2024,[]
PHP Developer and SEO Expert,Mindswork Development,Gujrat District,Punjab,Pakistan,4/21/2024,"['postgresql', 'css', 'laravel', 'mysql', 'html', 'javascript']"
Business Development Specialist,WebWiz Information Technology,Islamabad,Islāmābād,Pakistan,5/11/2024,[]
SEO Associate - Powered By Qureos,Qureos,Karāchi,Sindh,Pakistan,12/22/2023,[]
Amazon PPC Specialist,Outgive Inc,Karāchi,Sindh,Pakistan,2/20/2024,[]
Digital Marketing Specialist,Rentokil Initial,DHA City,Sindh,Pakistan,4/16/2024,[]
Digital Marketing Specialist,Miradore,Islamabad,Islāmābād,Pakistan,5/3/2024,[]
Search Engine Optimization Specialist,VOGUE VESTURES PRIVATE LIMITED,Lahore District,Punjab,Pakistan,5/8/2024,[]
Digital Marketing Specialist,Circles,Islamabad,Islāmābād,Pakistan,2/27/2024,[]
Associate Architect,i2c Inc.,Lahore,Punjab,Pakistan,5/6/2024,"['devops', 'react']"
Software Architect - Fullstack - Afternoon Shift,10Pearls,Islamabad,Islāmābād,Pakistan,5/11/2024,"['python', 'azure', 'kubernetes', 'mongodb', 'docker', 'sql', 'node.js', 'javascript']"
Architect,i2c Inc.,Lahore,Punjab,Pakistan,5/2/2024,"['nosql', 'kubernetes', 'sql', 'docker']"
Architect II - Buildings,Mott MacDonald,Tamp Kuh,,Pakistan,3/18/2024,['autocad']
Architect,MSS Logisitics SOL,Lahore,Punjab,Pakistan,5/7/2024,[]
Building Architect,HR Force Int.,Lahore,Punjab,Pakistan,4/24/2024,['autocad']
Content Architect (Islamabad),Educative,Islamabad,Islāmābād,Pakistan,9/26/2023,[]
Backend Architect,PakWheels.com,Lahore,Punjab,Pakistan,5/11/2023,[]
Sr. Software Architect,NorthBay Solutions,Karāchi,Sindh,Pakistan,5/10/2024,"['sql', 'ai', 'mysql']"
Sr. Software Architect,NorthBay Solutions,Lahore,Punjab,Pakistan,5/10/2024,"['sql', 'ai', 'mysql']"
Sr. Software Architect,NorthBay Solutions,Islamabad,Islāmābād,Pakistan,5/10/2024,"['sql', 'ai', 'mysql']"
Senior Architect,ACE Money Transfer,Sarai Alamgir,Punjab,Pakistan,1/18/2024,['autocad']
Image editor,Neolocus,Sarai Alamgir,Punjab,Pakistan,4/23/2024,"['python', 'ai']"
Mobile Architect,Creative Chaos,Islamabad,Islāmābād,Pakistan,7/10/2023,['flutter']
Mobile Architect,Creative Chaos,Islamabad,Islāmābād,Pakistan,7/10/2023,['flutter']
Mobile Architect,Creative Chaos,Islamabad,Islāmābād,Pakistan,6/1/2023,['flutter']
Senior Tech Lead Engineer - Software Architect,NorthBay Solutions,Karachi Division,Sindh,Pakistan,5/3/2024,"['python', 'aws', 'sql', 'postgresql']"
Backend Architect,Taleemabad,Islamabad,Islāmābād,Pakistan,4/22/2024,['python']
Content Architect,Educative,Lahore,Punjab,Pakistan,9/26/2023,[]
Software Architect,Enterprise64,Karāchi,Sindh,Pakistan,3/18/2024,"['python', 'azure', 'ai', 'react', 'devops', 'angular']"
Solutions Architect,Creative Chaos,Lahore,Punjab,Pakistan,1/13/2024,[]
Solutions Architect,Creative Chaos,Lahore,Punjab,Pakistan,8/28/2023,[]
Load Testing Architect,Fusemachines,Islamabad,Islāmābād,Pakistan,4/15/2024,"['devops', 'jira', 'ai']"
Software Architect,TekRevol,Karāchi,Sindh,Pakistan,3/12/2024,"['aws', 'azure', 'laravel', 'node.js']"
Software Architect (Golang),NorthBay Solutions,Karāchi,Sindh,Pakistan,5/6/2024,"['python', 'aws', 'postgresql']"
Solution Architect- Dynamics 365 CE,Confiz,Lahore,Punjab,Pakistan,3/20/2024,"['azure', 'javascript']"
Senior Software Architect - Vue/Node/AWS,NorthBay Solutions,Karāchi,Sindh,Pakistan,4/30/2024,"['aws', 'node.js', 'vue.js']"
Software Architect,Softech Worldwide,Karachi Division,Sindh,Pakistan,3/17/2024,['azure']
Senior Software Architect - Vue/Node/AWS,NorthBay Solutions,Islamabad,Islāmābād,Pakistan,4/30/2024,"['aws', 'node.js', 'vue.js']"
Senior Solutions Architect,TechSurge Inc,Islamabad,Islāmābād,Pakistan,5/11/2024,[]
Software Architect,"Easy2Employ, LLC",Lahore,Punjab,Pakistan,5/9/2024,"['devops', 'aws', 'python', 'mysql']"
Senior Software Architect - Vue/Node/AWS,NorthBay Solutions,Lahore,Punjab,Pakistan,4/30/2024,"['aws', 'node.js', 'vue.js']"
Full Stack Lead/TPM/Architect,Speridian Technologies,Lahore,Punjab,Pakistan,5/10/2024,"['aws', 'azure', 'jira', 'javascript']"
Software Architect (Golang),NorthBay Solutions,Islamabad,Islāmābād,Pakistan,5/6/2024,"['python', 'aws', 'postgresql']"
DevSecops Architect,HR Ways - Hiring Tech Talent,Lahore,Punjab,Pakistan,4/8/2024,['aws']
Solution Architect,9T5 Pty Ltd,Lahore,Punjab,Pakistan,5/6/2024,"['aws', 'git', 'jira', 'mysql', 'mongodb', 'docker', 'devops', 'kubernetes']"
Software Architect (Golang),NorthBay Solutions,Lahore,Punjab,Pakistan,5/6/2024,"['python', 'aws', 'postgresql']"
Software Architect - JavaScript (MERN) Stack,NorthBay Solutions,Lahore,Punjab,Pakistan,5/2/2024,"['express.js', 'javascript', 'node.js', 'mongodb']"
Inside Solutions Architect - Cyber Security,Zones IT Solutions,Islamabad,Islāmābād,Pakistan,4/24/2024,[]
Solution Architect,ibex,Karāchi,Sindh,Pakistan,5/8/2024,"['azure', 'sql', 'devops', 'javascript', 'angular']"
Software Architect,CarSwitch Arabia,Lahore,Punjab,Pakistan,5/3/2024,"['devops', 'python', 'mysql']"
Inside Solutions Architect - Cyber Security,Zones IT Solutions,Lahore,Punjab,Pakistan,4/24/2024,[]
Gen AI Architect / Engineer / Scientist,Unique Computing LLC,Lahore,Punjab,Pakistan,5/2/2024,"['aws', 'azure', 'ai', 'docker', 'devops']"
Solution Architect,HR POD - Hiring Talent Globally,Lahore,Punjab,Pakistan,5/8/2024,[]
Senior Software Architect,NorthBay Solutions,Karāchi,Sindh,Pakistan,4/24/2024,"['python', 'aws', 'django', 'postgresql', 'css', 'vue.js', 'mysql', 'express.js', 'node.js', 'html', 'javascript']"
Solutions Architect,Wiseman Innovations,,Islāmābād,Pakistan,5/9/2024,[]
Solution Architect,Evamp & Saanga,,Islāmābād,Pakistan,5/2/2024,[]
AWS Architect,Emumba,Islamabad,Islāmābād,Pakistan,12/11/2023,"['python', 'aws']"
Data Architect,Creative Chaos,Islamabad,Islāmābād,Pakistan,3/19/2024,"['aws', 'azure', 'sql', 'mysql']"
Senior Software Architect,NorthBay Solutions,,Islāmābād,Pakistan,4/24/2024,"['python', 'aws', 'django', 'postgresql', 'css', 'vue.js', 'mysql', 'express.js', 'node.js', 'html', 'javascript']"
DevOps Architect,Creative Chaos,Islamabad,Islāmābād,Pakistan,6/9/2023,"['python', 'azure', 'mysql', 'mongodb', 'docker']"
Software Architect,Enterprise64,Karāchi,Sindh,Pakistan,3/18/2024,"['python', 'azure', 'ai', 'react', 'devops', 'angular']"
Solutions Architect,Creative Chaos,Lahore,Punjab,Pakistan,1/13/2024,[]
Solutions Architect,Creative Chaos,Lahore,Punjab,Pakistan,8/28/2023,[]
Load Testing Architect,Fusemachines,Islamabad,Islāmābād,Pakistan,4/15/2024,"['devops', 'jira', 'ai']"
Software Architect,TekRevol,Karāchi,Sindh,Pakistan,3/12/2024,"['aws', 'azure', 'laravel', 'node.js']"
Software Architect (Golang),NorthBay Solutions,Karāchi,Sindh,Pakistan,5/6/2024,"['python', 'aws', 'postgresql']"
Solution Architect- Dynamics 365 CE,Confiz,Lahore,Punjab,Pakistan,3/20/2024,"['azure', 'javascript']"
Senior Software Architect - Vue/Node/AWS,NorthBay Solutions,Karāchi,Sindh,Pakistan,4/30/2024,"['aws', 'node.js', 'vue.js']"
Inside Solutions Architect - Cyber Security,Zones IT Solutions,Karāchi,Sindh,Pakistan,4/24/2024,[]
Gen AI Architect / Engineer / Scientist,Unique Computing LLC,Karāchi,Sindh,Pakistan,5/2/2024,"['aws', 'azure', 'ai', 'docker', 'devops']"
Solution Architect,HR POD - Hiring Talent Globally,Lahore,Punjab,Pakistan,5/8/2024,[]
Senior Software Architect,NorthBay Solutions,Karāchi,Sindh,Pakistan,4/24/2024,"['python', 'aws', 'django', 'postgresql', 'css', 'vue.js', 'mysql', 'express.js', 'node.js', 'html', 'javascript']"
Solutions Architect,Wiseman Innovations,,Islāmābād,Pakistan,5/9/2024,[]
Solution Architect,Evamp & Saanga,,Islāmābād,Pakistan,5/2/2024,[]
AWS Architect,Emumba,Islamabad,Islāmābād,Pakistan,12/11/2023,"['python', 'aws']"
Data Architect,Creative Chaos,Islamabad,Islāmābād,Pakistan,3/19/2024,"['aws', 'azure', 'sql', 'mysql']"
Senior Software Architect,NorthBay Solutions,,Islāmābād,Pakistan,4/24/2024,"['python', 'aws', 'django', 'postgresql', 'css', 'vue.js', 'mysql', 'express.js', 'node.js', 'html', 'javascript']"
DevOps Architect,Creative Chaos,Islamabad,Islāmābād,Pakistan,6/9/2023,"['python', 'azure', 'mysql', 'mongodb', 'docker']"
Associate Software Architect – Java,Global Rescue,Islamabad,Islāmābād,Pakistan,5/25/2023,['sql']
Solution Architect (MERN Stack),NorthBay Solutions,Karāchi,Sindh,Pakistan,2/23/2024,"['aws', 'azure', 'kubernetes', 'git', 'jira', 'docker', 'express.js', 'node.js', 'devops', 'javascript']"
"Software Architect - PHP Laravel, React.js, AWS",NorthBay Solutions,Islamabad,Islāmābād,Pakistan,4/30/2024,"['aws', 'laravel', 'mysql']"
Solution Architect (MERN Stack),NorthBay Solutions,Karachi Division,Sindh,Pakistan,2/23/2024,"['aws', 'azure', 'kubernetes', 'git', 'jira', 'docker', 'express.js', 'node.js', 'devops', 'javascript']"
"Associate, Technical Solutions Architect",S&P Global,Islamabad,Islāmābād,Pakistan,4/24/2024,['sql']
DevOps Architect (Azure),Creative Chaos,Islamabad,Islāmābād,Pakistan,4/3/2023,"['python', 'azure', 'mysql', 'mongodb', 'docker']"
"Software Architect, IgniteTech (Remote) - $100,000/year USD",Crossover,Lahore,Punjab,Pakistan,5/10/2024,['ai']
"Software Architect, IgniteTech (Remote) - $100,000/year USD",Crossover,Rawalpindi,Punjab,Pakistan,5/10/2024,['ai']
Senior Solution Architect,Ciklum,Rawalpindi,Punjab,Pakistan,4/24/2024,['aws']
"Software Architect - PHP Laravel, React.js, AWS",NorthBay Solutions,Karāchi,Sindh,Pakistan,4/30/2024,"['aws', 'laravel', 'mysql']"
BI Solution Architect,AlphaBOLD,Lahore,Punjab,Pakistan,4/17/2024,"['python', 'azure']"
Lead Data Architect,Afiniti,Karachi Division,Sindh,Pakistan,5/11/2024,"['python', 'ai', 'sql', 'docker', 'kubernetes']"
"Senior Solutions Architect, Skyvera (Remote) - $100,000/year USD",Crossover,Islamabad,Islāmābād,Pakistan,5/10/2024,"['aws', 'ai']"
"Senior Solutions Architect, Skyvera (Remote) - $100,000/year USD",Crossover,Lahore,Punjab,Pakistan,5/10/2024,"['aws', 'ai']"
Senior Data Architect,Confiz,Karachi Division,Sindh,Pakistan,4/24/2024,"['devops', 'python', 'azure', 'sql']"
Big Data Architect,Confiz,Karachi Division,Sindh,Pakistan,2/12/2024,"['azure', 'sql']"
"Software Architect, Trilogy (Remote) - $100,000/year USD",Crossover,Karāchi,Sindh,Pakistan,5/10/2024,"['aws', 'sql', 'ai']"
Java Architect - Spring Boot,HR POD - Hiring Talent Globally,Lahore,Punjab,Pakistan,4/18/2024,['mongodb']
Senior Data Architect,Afiniti,Karachi Division,Sindh,Pakistan,5/12/2024,"['python', 'ai', 'sql', 'docker', 'kubernetes']"
Senior Enterprise Solutions Architect,Abacus,Lahore,Punjab,Pakistan,5/7/2024,"['devops', 'docker', 'kubernetes']"
AM Real Estate Sales,Zameen.com,Lahore,Punjab,Pakistan,4/8/2024,[]
Real Estate Broker,Rare Homes Real Estates LLC,Karāchi,Sindh,Pakistan,4/29/2024,[]
Real Estate Agent,Zameen.com,Lahore District,Punjab,Pakistan,5/8/2024,[]
Real Estate Salesperson,SERMAYAKAR.COM,Lahore District,Punjab,Pakistan,2/23/2024,[]
Real Estate Agent,Titanium Agency,Lahore,Punjab,Pakistan,4/25/2024,[]
FO Internee (H-387),People (Professional Employers Pvt Ltd),Lahore,Punjab,Pakistan,5/10/2024,[]
Real Estate Agent,Right Estates,Lahore,Punjab,Pakistan,5/5/2024,[]
Virtual Assistant,R.A Enterprises,Lahore,Punjab,Pakistan,5/11/2024,[]
Virtual Assistant,Talent Trellis Co.,Lahore,Punjab,Pakistan,4/25/2024,[]
Personal Assistant (onsite job) and remote,StudyWise,Lahore,Punjab,Pakistan,4/22/2024,[]
Sales Associate (WordPress),Contour Software,Lahore,Punjab,Pakistan,4/22/2024,['css']
Real Estate Agent,Home 101 Marketing & Consultants,Lahore District,Punjab,Pakistan,4/23/2024,[]
Vice President's Secretary,Human Resource Solutions International - HRSI,Karāchi,Sindh,Pakistan,5/12/2024,[]
Back Office Executive,ibex,Lahore,Punjab,Pakistan,3/7/2024,[]
Crypto Executive Assistant (Karachi-Remote),Token Metrics,Karāchi,Sindh,Pakistan,3/27/2024,[]
Virtual Assistant,NSOL BPO,Rawalpindi,Punjab,Pakistan,5/10/2024,[]
Executive Assistant/ Executive Coordinator,Contour Software,Karāchi,Sindh,Pakistan,5/7/2024,[]
Administrative Assistant/Coordinator (ZR-306),Horizon Technologies,Karāchi,Sindh,Pakistan,5/8/2024,[]
Executive Assistant,BAT,Islamabad,Islāmābād,Pakistan,5/8/2024,[]
Virtual assistant / Executive assistant,Vstaffer,Islamabad,Islāmābād,Pakistan,8/13/2023,[]
Admin Executive,Gaditek,Karāchi,Sindh,Pakistan,4/18/2024,[]
Front Office Admin,IDP Education Ltd,Lahore,Punjab,Pakistan,4/24/2024,[]
Executive Assistant,Byte (YC S20),Lahore,Punjab,Pakistan,9/21/2023,[]
Office Assistant Department of Botany,"Government  College University, Faisalabad",Faisalabad,Punjab,Pakistan,7/5/2023,[]
Postdoctoral Fellow and Office Assistant Department of Physics,"Government  College University, Faisalabad",Faisalabad,Punjab,Pakistan,3/12/2023,[]
Receptionist - NSTP,National University of Sciences and Technology (NUST),Islamabad,Islāmābād,Pakistan,5/8/2024,[]
Company Secretary,ACCA Careers,Karāchi,Sindh,Pakistan,4/15/2024,[]
Service Assistant,Advertising publisher,Peshawar District,Khyber Pakhtunkhwa,Pakistan,4/28/2024,[]
DIAGNOSTIC ADMINISTRATIVE SUPERVISOR,HCMS Global,Sialkot,Punjab,Pakistan,4/23/2024,[]
Executive Assistant,Taraki,Lahore,Punjab,Pakistan,4/8/2024,[]
Company Secretary,Devsinc,Lahore,Punjab,Pakistan,5/9/2024,[]
PA to CEO,DWP Group,Lahore,Punjab,Pakistan,5/9/2024,[]
Executive Assistant to Chief Executive Officer,Get Licensed,Karachi Division,Sindh,Pakistan,5/3/2024,[]
COMPANY SECRETARY,People (Professional Employers Pvt Ltd),Lahore,Punjab,Pakistan,5/6/2024,[]
Data Analyst,STARZPLAY,Lahore,Punjab,Pakistan,4/18/2024,"['python', 'sql']"
Fraud Data Analyst,foodpanda,Karāchi,Sindh,Pakistan,4/23/2024,"['python', 'sql', 'tableau']"
Assistant Manager - Data Analytics,foodpanda,Karāchi,Sindh,Pakistan,5/10/2024,"['python', 'tableau']"
Data Analyst,World Food Programme,,Islāmābād,Pakistan,5/2/2024,[]
Data Analyst,ibex,Lahore,Punjab,Pakistan,4/15/2024,"['python', 'sql', 'nlp']"
Data Analyst,Fueling Brains & Academies,Karāchi,Sindh,Pakistan,5/10/2024,[]
Data Analyst,Burq,Lahore,Punjab,Pakistan,4/15/2024,"['sql', 'tableau', 'mysql', 'postgresql']"
Data Analyst,Talent Disruptors,Islamabad,Islāmābād,Pakistan,3/17/2024,[]
Data Analyst,Kinetic Pakistan,Lahore,Punjab,Pakistan,5/10/2024,"['python', 'sql']"
Data Analyst – Sisense + AWS Redshift - Afternoon Shift,10Pearls,Karāchi,Sindh,Pakistan,4/25/2024,"['sql', 'tableau']"
Specialist Data Analytics,Jazz,Islamabad,Islāmābād,Pakistan,5/7/2024,"['python', 'sql']"
"Data Analyst, GRA",ibex,Lahore,Punjab,Pakistan,4/15/2024,"['python', 'sql', 'nlp']"
Insights Analyst (Analytics),the ENTERTAINER,Lahore,Punjab,Pakistan,4/2/2024,['tableau']
Data Analyst,FAO,Islamabad,Islāmābād,Pakistan,4/30/2024,[]
"Data Analyst, Transcripts",S&P Global,Islamabad,Islāmābād,Pakistan,5/10/2024,[]
Expert Reporting & Analysis,Jazz,Lahore,Punjab,Pakistan,4/8/2024,"['sql', 'tableau']"
Analyst - Insights & Analytics,Zones IT Solutions,Lahore,Punjab,Pakistan,4/24/2024,[]
Data Engineer,Vartana,Lahore,Punjab,Pakistan,5/10/2024,"['nosql', 'sql', 'tableau']"
