title,company,city,province,country,posting_time,skills
Data Engineer (BI),CureMD,Lahore,Punjab,Pakistan,4/16/2024,"['sql', 'postgresql', 'mysql']"
Remote Data Science Analyst,Turing,Lahore,Punjab,Pakistan,4/19/2024,"['python', 'sql']"
Remote Data Science Analyst,Turing,Lahore,Punjab,Pakistan,4/19/2024,"['python', 'sql']"
Data Engineer,Fusemachines,Islamabad,Islāmābād,Pakistan,2/1/2024,"['python', 'azure', 'tableau', 'jira', 'ai', 'mysql', 'mongodb', 'sql', 'devops']"
Data Engineer,ibex. Pakistan,Lahore,Punjab,Pakistan,5/8/2024,"['aws', 'docker', 'kubernetes', 'tableau']"
Data Engineer,ibex. Pakistan,Karāchi,Sindh,Pakistan,5/8/2024,"['aws', 'docker', 'kubernetes', 'tableau']"
Analyst - Insights & Analytics,Zones IT Solutions,Islamabad,Islāmābād,Pakistan,4/24/2024,[]
Data Engineer,iENGINEERING,Islamabad,Islāmābād,Pakistan,4/24/2024,"['python', 'tensorflow', 'matplotlib', 'ai', 'opencv', 'docker', 'hadoop', 'kubernetes', 'pytorch']"
Data Engineer,Creative Chaos,Karāchi,Sindh,Pakistan,8/28/2023,"['python', 'aws', 'sql', 'hadoop']"
Data Analyst,Turing,Karāchi,Sindh,Pakistan,11/10/2023,"['python', 'sql', 'ai']"
"Looker Studio, Google Search Console & Analytics Specialist",Nao Medical,Karachi Division,Sindh,Pakistan,1/9/2024,['sql']
Data Engineer,Dubizzle Labs,Lahore,Punjab,Pakistan,2/29/2024,"['aws', 'tableau', 'sql', 'html', 'javascript']"
Data Engineer,Afiniti,Karāchi,Sindh,Pakistan,5/10/2024,"['python', 'sql', 'ai']"
Data Engineer,Taraki,Faisalabad,Punjab,Pakistan,4/23/2024,"['python', 'aws', 'azure', 'sql', 'hadoop']"
Data Engineer,Tajir,Lahore,Punjab,Pakistan,4/3/2024,"['python', 'flask', 'sql', 'docker']"
Data Engineer,CureMD,Lahore,Punjab,Pakistan,4/16/2024,"['python', 'aws', 'sql', 'hadoop']"
Remote Python Data Science Analyst,Turing,Lahore,Punjab,Pakistan,5/8/2024,"['python', 'sql']"
Data Engineer,Calo Inc.,Lahore,Punjab,Pakistan,1/18/2024,"['python', 'aws']"
Data Engineer,Horizon Technologies,Karāchi,Sindh,Pakistan,3/27/2024,"['python', 'sql']"
Remote Data Science Analyst (Python),Turing,Karāchi,Sindh,Pakistan,5/8/2024,"['python', 'sql']"
Staff/Senior Data Engineer - (Afternoon Shift),10Pearls,Karāchi,Sindh,Pakistan,2/1/2024,"['python', 'git']"
Data Engineer,NymCard,Karāchi,Sindh,Pakistan,2/9/2024,"['python', 'git', 'docker', 'kubernetes']"
Data Warehouse Engineer,Socium - Teams Done Differently,,,Pakistan,5/6/2024,"['python', 'aws', 'azure', 'sql', 'hadoop']"
"Senior Analyst, Client Data Services",Afiniti,Karachi Division,Sindh,Pakistan,5/9/2024,"['python', 'sql', 'ai']"
Staff/Senior Data Engineer - Afternoon Shift,10Pearls,Lahore,Punjab,Pakistan,2/1/2024,"['python', 'git']"
Systems Engineer,Lahore University of Management Sciences,Lahore,Punjab,Pakistan,5/11/2024,"['aws', 'azure']"
Remote Data Science Analyst (Python),Turing,Lahore,Punjab,Pakistan,5/8/2024,"['python', 'sql']"
Trainee – LAMP Developers,Next Generation Innovations (NextGENi),Karachi Division,Sindh,Pakistan,10/9/2023,['mysql']
Remote Data Science Analyst (Python),Turing,Karachi Division,Sindh,Pakistan,5/8/2024,"['python', 'sql']"
Remote Data Science Analyst (Python),Turing,Karachi Division,Sindh,Pakistan,5/8/2024,"['python', 'sql']"
Remote Python Data Science Analyst,Turing,Karachi Division,Sindh,Pakistan,5/8/2024,"['python', 'sql']"
BI Developer,BAT,Lahore,Punjab,Pakistan,3/28/2024,['azure']
Remote Python Data Science Analyst,Turing,Lahore,Punjab,Pakistan,5/8/2024,['python']
Remote Python Data Science Analyst,Turing,Lahore,Punjab,Pakistan,5/8/2024,"['python', 'sql']"
Junior AWS Cloud Engineer L1 Support,HireOn,Islamabad,Islāmābād,Pakistan,4/9/2024,"['python', 'aws', 'devops', 'docker']"
Remote Python Data Science Analyst,Turing,Islamabad,Islāmābād,Pakistan,5/8/2024,['python']
Data Engineer,Afiniti,Karachi Division,Sindh,Pakistan,3/1/2024,"['python', 'sql', 'ai']"
Remote Data Science Analyst (Python),Turing,Karachi Division,Sindh,Pakistan,5/8/2024,"['python', 'sql']"
Mid Level Data Engineer,Fusemachines,Islamabad,Islāmābād,Pakistan,2/16/2024,"['python', 'azure', 'pandas', 'jira', 'ai', 'mysql', 'mongodb', 'sql', 'devops']"
Junior AWS Cloud Engineer L1 Support,HireOn,Lahore,Punjab,Pakistan,4/9/2024,"['python', 'aws', 'devops', 'docker']"
Application Security Analyst,CureMD,Lahore,Punjab,Pakistan,5/9/2024,[]
Analyst - Insights & Analytics,Zones IT Solutions,Islamabad,Islāmābād,Pakistan,4/24/2024,[]
Data Engineer,iENGINEERING,Islamabad,Islāmābād,Pakistan,4/24/2024,"['python', 'tensorflow', 'matplotlib', 'ai', 'opencv', 'docker', 'hadoop', 'kubernetes', 'pytorch']"
Data Engineer,Creative Chaos,Karāchi,Sindh,Pakistan,8/28/2023,"['python', 'aws', 'sql', 'hadoop']"
Data Analyst,Turing,Karāchi,Sindh,Pakistan,11/10/2023,"['python', 'sql', 'ai']"
"Looker Studio, Google Search Console & Analytics Specialist",Nao Medical,Karachi Division,Sindh,Pakistan,1/9/2024,['sql']
Data Engineer,Dubizzle Labs,Lahore,Punjab,Pakistan,2/29/2024,"['aws', 'tableau', 'sql', 'html', 'javascript']"
Data Engineer,Afiniti,Karāchi,Sindh,Pakistan,5/10/2024,"['python', 'sql', 'ai']"
Data Engineer,Taraki,Faisalabad,Punjab,Pakistan,4/23/2024,"['python', 'aws', 'azure', 'sql', 'hadoop']"
Data Engineer,Tajir,Lahore,Punjab,Pakistan,4/3/2024,"['python', 'flask', 'sql', 'docker']"
Data Engineer,CureMD,Lahore,Punjab,Pakistan,4/16/2024,"['python', 'aws', 'sql', 'hadoop']"
BI Developer,BAT,Lahore,Punjab,Pakistan,3/28/2024,['azure']
Remote Python Data Science Analyst,Turing,Lahore,Punjab,Pakistan,5/8/2024,['python']
Remote Python Data Science Analyst,Turing,Lahore,Punjab,Pakistan,5/8/2024,"['python', 'sql']"
Junior AWS Cloud Engineer L1 Support,HireOn,Islamabad,Islāmābād,Pakistan,4/9/2024,"['python', 'aws', 'devops', 'docker']"
Remote Python Data Science Analyst,Turing,Islamabad,Islāmābād,Pakistan,5/8/2024,['python']
Data Engineer,Afiniti,Karachi Division,Sindh,Pakistan,3/1/2024,"['python', 'sql', 'ai']"
Remote Data Science Analyst (Python),Turing,Karachi Division,Sindh,Pakistan,5/8/2024,"['python', 'sql']"
Mid Level Data Engineer,Fusemachines,Islamabad,Islāmābād,Pakistan,2/16/2024,"['python', 'azure', 'pandas', 'jira', 'ai', 'mysql', 'mongodb', 'sql', 'devops']"
Junior AWS Cloud Engineer L1 Support,HireOn,Lahore,Punjab,Pakistan,4/9/2024,"['python', 'aws', 'devops', 'docker']"
Application Security Analyst,CureMD,Lahore,Punjab,Pakistan,5/9/2024,[]
Software Engineer - Python (Data Analyst),Global Rescue,Islamabad,Islāmābād,Pakistan,4/25/2024,"['python', 'aws', 'docker', 'sql']"
Systems Engineer,ICE Consulting - Managed IT & Cybersecurity for Life Sciences,Lahore,Punjab,Pakistan,1/25/2024,"['aws', 'azure']"
Remote Data Science Analyst,Turing,Lahore,Punjab,Pakistan,5/7/2024,['python']
No-code Developer,Impleko,Karāchi,Sindh,Pakistan,5/11/2024,['ai']
SQL & Power BI Engineer,Global Rescue,Islamabad,Islāmābād,Pakistan,10/18/2023,"['sql', 'mysql', 'postgresql']"
Senior Reliability Data Analyst,Pinnacle,Hyderabad,Sindh,Pakistan,3/15/2024,[]
Trainee Power BI Developer,Contour Software,Karāchi,Sindh,Pakistan,4/22/2024,[]
Remote Data Science Analyst,Turing,Karāchi,Sindh,Pakistan,5/7/2024,"['python', 'sql']"
Systems Engineer,Inbox Business Technologies,Islamabad,Islāmābād,Pakistan,3/15/2024,[]
Remote Data Science Analyst,Turing,Islamabad,Islāmābād,Pakistan,5/8/2024,"['python', 'sql']"
Senior Business Expert - Digital Analytics (Proactive Pipeline),Jazz,Islamabad,Islāmābād,Pakistan,5/8/2024,"['sql', 'tableau']"
Crypto Quantitative Analyst (Islamabad-Remote),Token Metrics,Islamabad,Islāmābād,Pakistan,4/30/2024,['python']
Associate Software Engineer (Fresh Graduates),Mavericks United,Lahore,Punjab,Pakistan,5/9/2024,"['python', 'flask', 'django', 'vue.js', 'express.js', 'node.js', 'react', 'angular']"
Salesforce Developer,Merkle Australia,Karāchi,Sindh,Pakistan,4/17/2024,[]
Senior Data Engineer,Arbisoft,Lahore,Punjab,Pakistan,4/15/2024,"['docker', 'hadoop']"
Salesforce Developer,SF Desk,Karāchi,Sindh,Pakistan,5/11/2024,[]
Senior Data Center Engineer L2,Grow People,Karachi Division,Sindh,Pakistan,5/8/2024,['python']
Lead Data Engineer,Afiniti,Karachi Division,Sindh,Pakistan,5/11/2024,"['python', 'sql', 'ai']"
"Software Engineer, Fresh or Recent Graduate",Tajir,Lahore,Punjab,Pakistan,4/3/2024,"['python', 'flask', 'docker']"
Cloud Data Engineer - Big Data/ETL,Xgrid.co,Karāchi,Sindh,Pakistan,2/12/2024,"['python', 'aws', 'azure', 'mysql', 'sql', 'hadoop']"
"Lead Data Engineer, IgniteTech (Remote) - $60,000/year USD",Crossover,Karāchi,Sindh,Pakistan,5/10/2024,['ai']
Shopify Developer,muSharp,Lahore,Punjab,Pakistan,5/10/2024,"['html', 'css']"
Associate Technical Business Analyst,Codup,Karāchi,Sindh,Pakistan,5/6/2024,[]
AI / ML / RAG / Vector Store Engineer - 100% Remote,Hyly.AI,Karāchi,Sindh,Pakistan,5/9/2024,"['python', 'aws', 'ai', 'sql', 'devops']"
Zoho Developer,Lynchpin Consulting,Lahore,Punjab,Pakistan,5/6/2024,[]
Principal Data Engineer - AWS,NorthBay Solutions,Islamabad,Islāmābād,Pakistan,5/7/2024,"['python', 'aws', 'tableau', 'jira', 'sql', 'devops']"
AI Engineer,NorthBay Solutions,Lahore,Punjab,Pakistan,4/14/2024,"['python', 'tensorflow', 'ai', 'pytorch', 'nlp']"
Associate Cloud Engineer,CodeNinja Inc.,Lahore,Punjab,Pakistan,4/12/2024,['azure']
Business Systems Analyst - Sales,Zones IT Solutions,Karāchi,Sindh,Pakistan,4/24/2024,[]
Associate Data Scientist,i2c Inc.,Lahore,Punjab,Pakistan,5/6/2024,"['python', 'pandas', 'hadoop']"
Shopify Developer,Hive Metrics,Lahore,Punjab,Pakistan,5/11/2024,"['html', 'css']"
Azure Data Engineer,NorthBay Solutions,Karachi Division,Sindh,Pakistan,4/17/2024,"['azure', 'sql']"
Shopify Developer,atnr,Karāchi,Sindh,Pakistan,5/3/2024,"['html', 'css', 'javascript']"
Lead Microsoft Dynamics,Kamayi,Karāchi,Sindh,Pakistan,5/10/2024,[]
Software Engineer - Analytics,i2c Inc.,Lahore,Punjab,Pakistan,5/19/2023,['python']
Lead Data Engineer,Apexon,Hyderabad,Sindh,Pakistan,4/22/2024,"['python', 'azure', 'ai', 'sql', 'devops']"
Technical Business Analyst - Intern,KALSOFT,Karāchi,Sindh,Pakistan,5/8/2024,[]
Oracle Database Developer,I.R.E,Lahore,Punjab,Pakistan,4/24/2024,[]
Odoo Developer,Codistan Ventures,,Islāmābād,Pakistan,5/10/2024,['python']
Shopify developer,vBloxx Inc.,Lahore,Punjab,Pakistan,5/1/2024,"['html', 'css', 'javascript']"
Sr Data Engineer,S&P Global,Islamabad,Islāmābād,Pakistan,4/24/2024,"['python', 'aws', 'sql', 'docker', 'hadoop', 'kubernetes']"
Staff/Senior Machine Learning Engineer (Computer Vision/LLM),10Pearls,Karāchi,Sindh,Pakistan,4/16/2024,"['python', 'aws', 'azure', 'tensorflow', 'ai', 'pytorch']"
Database Engineer,Turing,Karāchi,Sindh,Pakistan,3/4/2024,[]
Field Application Engineer,Sangfor Technologies,Lahore,Punjab,Pakistan,4/12/2024,[]
Salesforce Developer,Stars IT Developer (Pvt) Ltd.,Lahore District,Punjab,Pakistan,5/5/2024,"['html', 'css']"
Computer Vision Engineer,Motive,Lahore District,Punjab,Pakistan,4/22/2024,"['python', 'aws', 'ai', 'docker', 'pytorch']"
Sr. Business Intelligence Developer,Afiniti,Karachi Division,Sindh,Pakistan,5/11/2024,"['sql', 'ai', 'mysql', 'tableau']"
Quality Control Analyst,Mektum Homoeo Pharma,Karāchi,Sindh,Pakistan,5/11/2024,[]
Biomedical Engineer,South Punjab Hospital,Multan,Punjab,Pakistan,2/21/2024,[]
Field Service Engineer,Avanceon Middle East & South Asia,Lahore,Punjab,Pakistan,5/6/2024,['ai']
SOC Analyst Level 2,Inbox Business Technologies,Islamabad,Islāmābād,Pakistan,5/9/2024,[]
SOC Analyst,Inbox Business Technologies,Islamabad,Islāmābād,Pakistan,4/9/2024,[]
Junior Cyber Security Engineer - Application Security,ACE Money Transfer,Kharian,Punjab,Pakistan,2/16/2024,[]
SOC Analyst Level 3,Inbox Business Technologies,Islamabad,Islāmābād,Pakistan,5/9/2024,[]
Information Security Specialist,iENGINEERING,Islamabad,Punjab,Pakistan,4/16/2024,[]
Trainee IT Security Engineer,Contour Software,Islamabad,Islāmābād,Pakistan,5/1/2024,[]
Application Security Analyst,CureMD,Lahore,Punjab,Pakistan,5/9/2024,[]
Information Security Analyst,CureMD,Lahore,Punjab,Pakistan,3/28/2024,[]
IT Security Analyst,ibex,Lahore,Punjab,Pakistan,3/8/2024,[]
Information Security Analyst,Softech Worldwide,Karachi Division,Sindh,Pakistan,4/4/2024,[]
Cyber Security Analyst - L2,HR POD - Hiring Talent Globally,Lahore,Punjab,Pakistan,4/22/2024,[]
MTO Network& Security Engineer,Tekboox,Lahore District,Punjab,Pakistan,5/9/2024,[]
Information Security Engineer,Next Generation Technology Solutions,Lahore,Punjab,Pakistan,5/8/2024,"['aws', 'azure']"
Global Cybersecurity Analyst,FINCA Impact Finance,Islamabad,Islāmābād,Pakistan,5/10/2024,"['aws', 'azure']"
Network Security Engineer,HR POD - Hiring Talent Globally,Lahore,Punjab,Pakistan,4/30/2024,[]
OT Cybersecurity,Avanceon Middle East & South Asia,Lahore,Punjab,Pakistan,3/11/2024,[]
Cyber Security Engineer,iOSYS Software,Hyderabad,Sindh,Pakistan,3/17/2024,['python']
Information Security Trianing Program,HR Force Int.,Lahore,Punjab,Pakistan,5/3/2024,[]
Fortinet Security Specialist Tier 2,AireSpring,Islamabad,Islāmābād,Pakistan,4/8/2024,[]
Inside Solutions Architect - Cyber Security,Zones IT Solutions,Islamabad,Islāmābād,Pakistan,4/24/2024,[]
Graphics Designer,Softech Worldwide,Karachi Division,Sindh,Pakistan,5/8/2024,[]
Graphic Designer (ZR-300),Horizon Technologies,Karāchi,Sindh,Pakistan,4/25/2024,[]
Graphic Designer,Dubizzle Labs,Lahore,Punjab,Pakistan,2/26/2024,[]
Direct Response Graphic Designer,Talent Disruptors,Lahore,Punjab,Pakistan,3/17/2024,[]
Graphic Designer (ZR-296),Horizon Technologies,Karāchi,Sindh,Pakistan,4/22/2024,[]
Graphic Designer (ZR-302),Horizon Technologies,Karāchi,Sindh,Pakistan,4/27/2024,[]
Graphic Designer (ZR-295),Horizon Technologies,Karāchi,Sindh,Pakistan,4/22/2024,[]
Trainee Graphic Design,Esire,Karāchi,Sindh,Pakistan,5/8/2024,[]
Graphic Designer (ZR-291),Horizon Technologies,Karāchi,Sindh,Pakistan,4/10/2024,[]
Graphic Designer,Creative Chaos,Karāchi,Sindh,Pakistan,11/6/2023,['html']
Graphic Designer,The Plumtree Group Global,Karāchi,Sindh,Pakistan,4/25/2024,[]
Graphic Designer,The Plum Tree Group,Karāchi,Sindh,Pakistan,4/26/2024,[]
Graphic Designer,Vstaffer,Islamabad,Islāmābād,Pakistan,4/2/2024,[]
Graphic Artist (ZR-298),Horizon Technologies,Karāchi,Sindh,Pakistan,4/25/2024,[]
Graphics Designer - Remote Only - PK,Bestax Chartered Accountants,Lahore,Punjab,Pakistan,4/28/2024,[]
Graphic Designer,Base Camp Data Solutions,Hyderabad,Sindh,Pakistan,4/15/2024,"['html', 'css']"
Graphic Designer (Karachi-Remote),Token Metrics,Karāchi,Sindh,Pakistan,3/26/2024,[]
Graphic Designer,Axiom World,Lahore,Punjab,Pakistan,1/24/2024,[]
Visual Communication Designer,CarbonTeq,Lahore,Punjab,Pakistan,5/6/2024,[]
Lead Graphic Designer,NymCard,Karāchi,Sindh,Pakistan,2/1/2024,[]
Graphic Designer,Leverify,Islamabad,Islāmābād,Pakistan,2/13/2024,[]
Graphic Designer,Zameen Developments,Lahore,Punjab,Pakistan,4/9/2024,[]
Graphic Designer,MY University,Islamabad,Islāmābād,Pakistan,2/1/2024,[]
Graphic Designer,CureMD,Lahore,Punjab,Pakistan,2/22/2024,[]
Advertising Creative Designer,Pavago,Lahore,Punjab,Pakistan,5/1/2024,[]
Creative Coordinator & graphic designer,Hue.pk,Karāchi,Sindh,Pakistan,5/6/2024,[]
Senior Graphic Designer / Visualizer,Digital Auxilius,Karāchi,Sindh,Pakistan,5/3/2024,[]
Graphic Design Lead,Shahmurad Ethanol,Karāchi,Sindh,Pakistan,5/8/2024,[]
Graphic Designer,CureMD,Lahore,Punjab,Pakistan,2/10/2024,[]
Prepress Designer,Horizon Technologies,Karāchi,Sindh,Pakistan,5/7/2024,[]
Graphic Designer,Crea8webs Pakistan,Karāchi,Sindh,Pakistan,5/8/2024,[]
Logo Designer,KZee Digital,Karāchi,Sindh,Pakistan,5/8/2024,[]
Visiting Faculty Graphic Design and Fashion Design,"Government  College University, Faisalabad",Faisalabad,Punjab,Pakistan,3/12/2023,[]
Sr Graphic Designer,AlphaBOLD,Lahore,Punjab,Pakistan,4/17/2024,[]
Graphic Designer,HR Force Int.,Johar Town,Punjab,Pakistan,4/15/2024,[]
Creative Graphic Designer,FBA Venture,Karāchi,Sindh,Pakistan,5/2/2024,[]
Creative Designer,Educative,Lahore,Punjab,Pakistan,3/27/2024,[]
Graphic Designer,IT-Lesta Technology,Multan,Punjab,Pakistan,5/8/2024,[]
Visual Designer,Vyro,Islamabad,Islāmābād,Pakistan,4/23/2024,[]
Graphics Designer,Rehman Twin Tower,Peshawar,Khyber Pakhtunkhwa,Pakistan,5/6/2024,[]
Senior Graphic Designer,i2c Inc.,Lahore,Punjab,Pakistan,11/16/2023,[]
Graphic Designer,Logo Design,Peshawar,Khyber Pakhtunkhwa,Pakistan,4/30/2024,[]
Visual Designer / Art director,Vartana,Lahore,Punjab,Pakistan,3/4/2024,[]
2d Illustrator / Designer,Peace Studio,Faisalabad,Punjab,Pakistan,5/1/2024,[]
Graphic Designer,Programmers Force,Johar Town,Punjab,Pakistan,3/21/2024,[]
Digital Media Marketing Executive (Graphic Designer),Marvida Properties Limited,Lahore,Punjab,Pakistan,1/12/2024,[]
Graphic Designer,Mediatiz Foundation,Rawalpindi,Punjab,Pakistan,5/8/2024,[]
Graphic Web Designer,OnlineCare LLC.,Hyderabad District,Sindh,Pakistan,4/17/2024,['ai']
Creative Designer/Visualizer - Plutus21 (Powered By Qureos),Qureos,Karāchi,Sindh,Pakistan,12/20/2023,[]
Graphic Designer,Logo Design,Peshawar,Khyber Pakhtunkhwa,Pakistan,4/30/2024,[]
Graphic Designer (Intern),Zyltech Digital,Gulshan Town,Sindh,Pakistan,5/8/2024,[]
Graphic Designer Instructor,Sorun School of IT Professionals-SSITP,Faisalabad,Punjab,Pakistan,5/8/2024,[]
Graphic Design Intern,Paysimpli,Gujranwala,Punjab,Pakistan,5/7/2024,[]
Customer Support Executive (ZR-299),Horizon Technologies,Karāchi,Sindh,Pakistan,4/25/2024,[]
Service Advisor - Islamabad/Rawalpindi,PakWheels.com,Rawalpindi,Punjab,Pakistan,4/5/2024,[]
Customer Support Executive,Snoonu,Karāchi,Sindh,Pakistan,4/26/2024,[]
Customer Support Executive,Retailo Technologies,Karāchi,Sindh,Pakistan,3/9/2024,[]
Customer Support Executive,Snoonu,Karāchi,Sindh,Pakistan,8/24/2023,[]
Customer Support Executive - Domestic,ibex,Karāchi,Sindh,Pakistan,4/18/2024,[]
Customer Support Executive,Snoonu,Karāchi,Sindh,Pakistan,1/17/2024,[]
Call Center Agent,Cloudlead.co,Karāchi,Sindh,Pakistan,2/8/2024,[]
Customer Chat Support Specialist,Talent Trellis Co.,Lahore,Punjab,Pakistan,4/17/2024,[]
Cashier (Checkout),Human Resource Solutions International - HRSI,Karāchi,Sindh,Pakistan,4/22/2024,[]
Customer Experience Consultant,A.P. Moller - Maersk,Karāchi,Sindh,Pakistan,5/6/2024,[]
Customer Service Representative,Inbox Business Technologies,Karāchi,Sindh,Pakistan,4/2/2024,[]
"Customer Support Executive
								Apply Now",rex D,Karachi Division,Sindh,Pakistan,4/17/2024,[]
Customer Support Executive,ibex,Islamabad,Islāmābād,Pakistan,3/7/2024,[]
Customer Support Representative,StudyWise,Lahore,Punjab,Pakistan,4/23/2024,[]
Customer Support Executive,ibex,Lahore,Punjab,Pakistan,3/7/2024,[]
Customer Services Specialist,ibex,Karāchi,Sindh,Pakistan,3/16/2024,[]
Customer Support Specialist （English),Alpha-CX Alpha Intelligent Technology Co.LTD,Karāchi,Sindh,Pakistan,5/7/2024,[]
Customer Services Specialist,ibex,Karāchi,Sindh,Pakistan,2/20/2024,[]
Customer Service Representative,Cloudlead.co,Karāchi,Sindh,Pakistan,2/12/2024,[]
Virtual Assistant E-commerce Specialist,Premier Media,Karāchi,Sindh,Pakistan,5/8/2024,[]
Customer Support Manager,TechSea,Lahore,Punjab,Pakistan,5/7/2024,[]
Reservations Agent (Hotels / Resorts),Convo.com,Islamabad,Islāmābād,Pakistan,3/29/2024,[]
Client Services - Customer Care Specialist,S&P Global,Islamabad,Islāmābād,Pakistan,4/24/2024,[]
Senior Executive - Export Customer Service & Documentation,MSC Mediterranean Shipping Company,Karāchi,Sindh,Pakistan,4/16/2024,[]
Officer - Employee Experience (Mashreq Digital Bank Pakistan),Mashreq,Karāchi,Sindh,Pakistan,4/24/2024,[]
Customer Success Lead (Remote),Xgrid.co,Islamabad,Islāmābād,Pakistan,5/8/2024,['jira']
Customer Experience Lead,HugoBank,Karāchi,Sindh,Pakistan,4/9/2024,[]
Customer Services Officer,ACE Money Transfer,Lahore,Punjab,Pakistan,3/15/2024,[]
Customer Experience Coordinator,Fleek,Karāchi,Sindh,Pakistan,11/8/2023,[]
Customer Support Executive,Zameen.com,Lahore,Punjab,Pakistan,5/3/2024,[]
Customer Services Specialist,ibex,Karāchi,Sindh,Pakistan,3/16/2024,[]
Operations Executive,Destination Pakistan,Lahore,Punjab,Pakistan,5/8/2024,[]
Virtual Relationship Manager- Business Banking (Mashreq Global Network),Mashreq,Lahore,Punjab,Pakistan,4/25/2024,[]
Customer Care Specialist,Kuehne+Nagel,Karāchi,Sindh,Pakistan,3/28/2024,[]
Customer Care Specialist,Kuehne+Nagel,Karāchi,Sindh,Pakistan,3/28/2024,[]
Customer Services Executive (Outbound),Zameen.com,Lahore,Punjab,Pakistan,4/15/2024,[]
